id,ner_tags,tokens
3132,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['23', 'فالوور', 'شگفت', 'انگیز', 'در', 'روز', 'آخر', 'و', 'فردا', 'بیشتر', 'خواهد', 'شد.', 'رشد', 'با', 'http://t.co/z2raEYIQVR']"
3133,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Bagan', '#CopaDelRey', '2014-15', '|', '16بسر', '7', ',', '14', 'ژانویه', '|', 'QF', '21', ',', '28', 'ژانویه', '|', 'SF', '11', 'فوریه،', '4Maret', '|', 'Final', '30', 'Mei', '2015', '[*MNCTV', ']', 'http://t.co/ptfO5U7eR9']"
3134,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آیا', 'هنوز', 'تمرین', 'یکشنبه', 'خود', 'را', 'انجام', 'داده', 'اید؟', 'در', 'اینجا', 'یک', 'انفجار', 'سریع', 'برای', 'شماست!', '45', 'جک', 'جامپینگ', '15', 'اسکوات', '5', 'پرش', 'اسکوات', '...', 'http://t.co/V6Fq8WhAap']"
3135,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مسابقه', 'مارس', 'به', 'یک', 'گههههههههههههههههه', 'امیدوارم', 'با', 'این', 'همه', 'bs', 'دادگاه', 'تموم', 'بشه']"
3136,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['بیایید', 'دیوانه', 'دیوانه', 'دیوانه', 'شویم', 'تا', 'زمانی', 'که', 'خورشید', 'را', 'ببینیم', 'می', 'دانم', 'که', 'ما', 'فقط', 'ملاقات', 'کردیم', 'اما', 'بیایید', 'وانمود', 'کنیم', 'که', 'این', 'عشق', 'است']"
3137,"['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['از', 'طریق', '@travelmail', 'سوئد', 'هتل', 'یخی', 'بیست', 'و', 'پنجمین', 'فصل', 'خود', 'را', 'جشن', 'می', 'گیرد', 'و', 'برای', 'تجارت', 'باز', 'است', 'http://t.co/iE1QN8qEte', '#travel', '#tban']"
3138,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@markhoppus:', 'فکر', 'نهایی:', 'چرا', 'آنها', 'به', 'جای', 'چشمک', 'زدن-18', 'سه', 'شنبه', 'به', 'آن', 'می', 'گویند', 'بازگشت', 'سه', 'شنبه؟!']"
3139,"['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@VICE:', 'نوجوانان', 'ممکن', 'است', 'از', 'پل', 'مک', 'کارتنی', 'آگاه', 'باشند', 'یا', 'ندانند،', 'اما', 'آیا', 'افراد', 'مسن', 'از', 'کانیه', 'وست', 'اطلاع', 'دارند؟', 'ما', 'متوجه', 'شدیم:', 'http://t.co/lPwCeUtfyN']"
3140,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['فراموش', 'نکنید', '-', 'این', 'فردا', 'شب', 'است.', 'http://t.co/aWHQ9GTThI']"
3141,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['@jobs', '27', 'دسامبر', '2014', 'در', '11:29', 'ب.ظ']"
3142,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@maddie_fortman', 'ممکنه', 'من', 'یکی', 'رو', 'پیدا', 'کنم', 'هاها']"
3143,"['O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@DoctorWho_BBCA', 'کریسمس', 'گذشته', 'برای', 'دومین', 'بار', 'به', 'همان', 'اندازه', 'که', 'اولین', 'بار', 'بود', 'درخشان', 'است!', '#DoctorWho', '#doctorwhochristmas', '#LastChristmas']"
3144,"['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work']","['@dubz929', '@swiftyislol360', 'وقتی', 'می\u200cبینم', 'که', 'جنگ', 'های', 'مخفی', 'را', 'دوباره', 'انجام', 'می\u200cدهند،', 'می\u200cتوانم', 'ببینم', 'که', 'شبیه', 'انتقام', 'جویان', '3', '&amp;', '4', 'جنگ', 'های', 'بی', 'نهایت']"
3145,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O']","['[', 'News5', ']', 'LIST', '|', '38', 'رهبر', 'جهان', 'که', 'در', 'راهپیمایی', 'پاریس', 'یکشنبه', 'شرکت', 'خواهند', 'کرد', 'http://t.co/NYrnPoEGrm']"
3146,"['B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']","['کریسمس', 'مبارک', 'mon', '#Duo', '!!', ':D', '@k0ll4n']"
3147,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ممکن', 'است', 'امروز', 'احساس', 'کنید', 'که', 'نیاز', 'به', 'اجرای', 'یک', 'نمایش', 'در', 'محل', 'کار', 'دارید', 'زیرا', 'شما', '...', 'بیشتر', 'برای', 'ماهی', 'ها', 'http://t.co/zh4iTFv3PW']"
3148,"['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-product', 'O', 'B-person', 'I-person', 'O', 'O']","['RT', '@Promotesy:', '12th', 'Man', 'سیاتل', 'Chevron', 'Blue', 'and', 'Green', 'آیفون', 'توسط', 'Noondayby', 'Tracey', 'http://t.co/Sk9WcubqIk', 'http://t.co/eUzzgByzu5']"
3149,"['O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O']","['RT', '@8NewsNow', ':', 'جدید:', 'سزارها', 'مدیر', 'عامل', 'گری', 'لاومن', 'کار', 'را', 'ترک', 'می', 'کند', 'و', 'در', '30', 'ژوئن', 'با', 'مارک', 'فریسورا', 'جایگزین', 'می', 'شود.', '-', 'بیانیه']"
3150,"['B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-group', 'O', 'O', 'O', 'B-person', 'O', 'B-group', 'O', 'O', 'O', 'O']","['UCLA', '-', '7', '@', '(', '1', ')', 'کنتاکی', '-', '34', '4:42', 'در', 'اول', 'لونی', '(', 'UCLA', ')', '5', 'امتیاز', 'هریسون', '(', 'کنتاکی', ')', '11', 'امتیاز', '#BBN']"
3151,"['B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مجله', 'اپل', '12', 'دسامبر', '2014', '(', 'PDF', 'واقعی', ')', 'http://t.co/DtGQRUsCRx', 'از', 'طریق', '@VIVAnews']"
3152,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@Mufalsa', ':', 'lo', 'tierno', 'de', 'floricienta', 'es', 'que', 'era', 'hiper', 'sensible', 'capaz', 'que', 'greta', 'se', 'tiraba', 'un', 'pedo', 'y', 'ya', 'te', 'hacia', 'un', 'mar', 'de', 'lagrimas']"
3153,"['O', 'B-location', 'O', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Retail_Surveys', '#بلژیک', '#خریداران', '#نظرسنجی', 'EPC', 'Familia', '-', 'فروش', 'در', 'ژانویه', 'نامنظم', '.', 'http://t.co/Sn92Q4znG6']"
3154,"['O', 'O', 'O', 'O']","['کی', 'سومین', 'ناهار', 'میخوره؟؟']"
3155,"['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@okcblue', ':', 'OKC', 'با', 'نتیجه', '16-2', 'از', 'تگزاس', 'برای', 'شروع', 'سومین', 'امتیاز', 'پیشی', 'گرفت...', 'آبی', 'در', 'مرحله', '41-9', 'از', 'زمان', '7:54', 'در', 'دومین', 'مسابقه', 'است.']"
3156,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['باشد', 'که', 'این', 'روز', 'و', 'هر', 'روز', 'را', 'با', 'لبخندی', 'بر', 'لب', 'آغاز', 'کنید.', 'صبح', 'بخیر', '#دوستت', 'دارم#']"
3157,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['خواب', 'سه', 'نفری', 'را', 'می', 'بینید؟', 'اینجا', 'همه', 'چیز', 'امکان', 'پذیر', 'است!', 'http://t.co/926tlVmBoK', '#کلمبوس', '#اوهایو', '#لزبین', '18', 'ژانویه', '2015', 'در', '04:58', 'ق.ظ']"
3158,"['O', 'O', 'B-group', 'I-group', 'I-group', 'I-group', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['#NowPlaying', ':', 'من', 'عاشق', 'ماکونن', 'هستم', 'Feat', '.', 'دریک', '-', 'سه', 'شنبه', '@', 'http://t.co/U1WdaKMjWW', '@TripThaGod', '#SCUR', '#Hiphop', '#Radio']"
3159,"['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']","['RT', '@JBCrewdotcom:', 'عکس\u200cهای', 'بیشتر', 'از', 'جاستین', 'بیبر', 'با', 'طرفداران', 'در', 'کالیفرنیا', 'امروز.', '(11', 'ژانویه)', 'http://t.co/pV6zeGkIvX']"
3160,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'برای', 'یک', 'سال', 'جدید', 'در', 'کانالم', 'چیز', 'بزرگی', 'برنامه', 'ریزی', 'می', 'کنم', '-', 'همچنین', 'دو', 'سالگی', 'کانال', ':D', '(1', 'ژانویه)']"
3161,"['O', 'O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@JacaNews', ':', 'رادبه', 'زوما', 'در', '12', 'فوریه', '2015', 'در', '#پارلمان', 'خواهد', 'بود', 'که', 'سخنرانی', 'ایالت', 'ملت', 'را', 'ارائه', 'خواهد', 'کرد.', '#کابینت', 'اس', 'ام']"
3162,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['برایم', 'مهم', 'نیست', 'فردا', 'چه', 'روزی', 'است', 'و', 'برایم', 'مهم', 'نیست', 'هوهو']"
3163,"['O', 'B-location', 'I-location', 'I-location', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['با', 'مرکز', 'ارزیابی', 'ساختگی', 'در', 'لندن', 'بروید!', 'http://t.co/uYUFEQoO9v', '#gradjob', '01', 'فوریه', '2015', 'در', '12:04', 'بعد', 'از', 'ظهر']"
3164,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['http://t.co/ZZ9VU8ashi', '07', 'ژانویه', '2015', 'در', '03:26', 'بعد', 'از', 'ظهر']"
3165,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@ashleyxostyles', ':', 'من', 'جمعه', 'مدرسه', 'را', 'تمام', 'می', 'کنم', 'و', 'یک', 'ماه', 'تعطیل', 'هستم', 'بنابراین', 'به', 'ایده', 'های', 'ویدیویی', 'جدید', 'نیاز', 'دارم', 'x']"
3166,"['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@AthCenter:', 'برای', 'شانس', 'بردن', 'این', 'مال', 'روشه!', 'بازتوییت', 'کنید', 'تا', 'وارد', 'شوید.', 'برنده', '31', 'ژانویه', 'انتخاب', 'شد!', 'http://t.co/tpyyxpe79V']"
3167,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['http://t.co/NDGwtOfZ1d', '25', 'دسامبر', '2014،', 'ساعت', '05:50', 'صبح']"
3168,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['-اگر', 'برای', 'زندگی', 'خود', 'ارزش', 'قائل', 'هستید،', 'اگر', 'امیدی', 'به', 'دیدن', 'فردا', 'دارید،', 'چیزی', 'هست', 'که', 'هرگز', 'در', 'تله', 'نگذارید', '-و', 'آن', 'چه', 'خواهد', 'بود؟', '-من']"
3169,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@ilovebobong', ':', 'Pag', 'gusto', 'may', 'paraan', ',', 'pag', 'ayaw', 'ilibre', 'mo', 'muna', ',', 'sasama', 'na', 'yan', '.']"
3170,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['جلسه', 'رایگان', 'یوگا!', 'دسامبر', '17', '@', '10', 'صبح', 'در', 'اتحادیه', 'بالا', 'برای', 'از', 'بین', 'بردن', 'استرس', 'فینال', 'ها', 'بیرون', 'بیایید', 'یا', 'فقط', 'آن', 'را', 'امتحان', 'کنید!', 'http://t.co/qyryu2wVCj']"
3171,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@Jamiebower:', 'به', 'هر', 'کسی', 'که', 'فقط', 'من', 'را', 'در', 'جیب', 'قرار', 'داده', 'است.', 'متشکرم', 'که', 'لعنتی', 'دوشنبه', 'را', 'درخشان', 'کردی.', 'ایکس']"
3172,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['#KungSiCoachLeaTeacherKo', 'walang', 'غایب', '.', 'کاهیت', 'ممکن', 'است', 'ذات', 'الریه', 'پا', 'کو', ',', 'پاپاسوک', 'آکو', 'سا', 'کالسه', 'نیا', '.']"
3173,"['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تعطیلات', 'مبارک', 'از', 'آریزونا', 'باشد', 'که', 'از', 'شادی', 'و', 'جشن', 'های', 'فصلی', 'که', 'از', 'سوی', 'On', 'High', 'مقرر', 'شده', 'است', 'لذت', 'ببرید.', 'http://t.co/hAUddcEy30']"
3174,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@sUspended_god', 'http://t.co/Eq4TQLmPiE', '17', 'دسامبر', '2014', 'در', '03:36', 'بعد', 'از', 'ظهر']"
3175,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-creative-work', 'I-creative-work', 'O']","['@wodekkut', '11', 'فوریه', '..', 'برای', 'تبلیغ', 'فیلمش', 'با', 'جکی', 'چان', '""', 'شمشیر', 'اژدها', '""']"
3176,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['jaket', 'MU', 'sampai', 'tgl', '8', 'jan', 'http://t.co/NqQGiwbgD4', 'IDR', '175rb', '@Ewooooooon', 'پین', '32783FC8', 'پیامک', '081912233358']"
3177,"['O', 'O', 'O', 'O']","['لعنت', 'به', 'سه', 'شنبه']"
3178,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@lufc1995', 'او', 'علاقه', 'ای', 'ندارد', 'در', 'ژانویه', 'ترک', 'کند']"
3179,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Miiiss_Lolo', 'mon', 'wa', ""n'est"", 'pas', 'actif', 'explique', 'en', 'tb']"
3180,"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Mio', 'در', '15', 'ژانویه', 'متولد', 'شد،', 'قد', '160', 'سانتی', 'متر،', 'وزن', '54', 'کیلوگرم،', 'موهای', 'مشکی،', 'چشمان', 'خاکستری-آبی،', 'گروه', 'خونی.']"
3181,"['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@CBSSports', ':', 'آرون', 'راجرز', 'ساکت', 'کردن', 'مرد', 'دوازدهم', '...', 'http://t.co/DeSTxJdwvx']"
3182,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['20', 'عکسی', 'که', 'شما', 'را', 'بی', 'کلام', 'می', 'کند.', 'به', 'خصوص', '6th', 'One.', 'هیچ', 'کلمه', 'ای', 'وجود', 'ندارد.', 'http://t.co/ph7uTRhQK7']"
3183,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@welltbh:', 'همه', 'فردا', 'در', 'مدرسه', 'http://t.co/rdUIzfmSCw']"
3184,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@mauler_covers', 'هنوز', 'در', 'سبد', 'خرید', 'من', 'است،', 'بنابراین', 'فردا', 'آن', 'را', 'در', 'اسرع', 'وقت', 'بسته', 'می\u200cکنم']"
3185,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['هنوز', 'از', 'اینکه', 'فردا', 'و', 'سه', 'شنبه', 'مدرسه', 'داریم', 'عصبانی', 'هستم']"
3186,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@mtb0880', 'شما', 'باید', 'راه', 'بیشتری', 'بدهید،', 'من', 'به', 'انتخاب', 'دور', 'اول', 'لیکرز', 'فکر', 'می\u200cکنم.', 'شاید', 'یک', 'آینده', 'دیگر', 'فقط', 'برای', 'شروع', 'گفتگو']"
3187,"['O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@iAmARTPOPs', ':', 'لیدی', 'گاگا', '&amp;', 'ماپت', 'ها', ""'"", 'تعطیلات', 'دیدنی', 'در', '@OfficialRCTI', 'در', 'روز', 'جمعه،', '26', 'دسامبر', 'ساعت', '01:00', 'صبح', '@GagaNewsINDO']"
3188,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@queenpuzzle', '@alcartwright', '@cm_charu', 'عالی', 'است،', 'من', 'هم', 'فردا', 'آنجا', 'خواهم', 'بود', '(', 'شکایت', 'کن', '...', 'منتظر', 'دیدار', 'شما', 'در', 'ساعت', '10.30', 'هستم!']"
3189,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@GummiRaccoon', 'columbine', 'یک', 'نگهبان', 'امنیتی', 'مسلح', 'داشت.', 'آنها', 'نمی', 'توانند', 'همه', 'جا', 'باشند', 'و', 'ممکن', 'است', 'به', 'اندازه', 'کافی', 'سریع', 'پاسخ', 'ندهند', '@minasmith64', '@BNPARENAZISCUM']"
3190,"['B-person', 'I-person', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تریپل', 'اچ', 'انجام', 'پاسخ', 'توییتر', 'پرسش', 'و', 'پاسخ', 'A', 'Right', 'Now', ',', 'WWE', 'To', 'Tape', 'NXT', 'Tomorrow', 'Night', ',', '&amp;', 'اخبار', 'بیشتر', 'http://t.co/f1WzDpEr4w']"
3191,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@GracePayne15', 'آره', 'Senioritis', 'در', 'ترم', 'دوم', 'افتضاح', 'بود.', 'موفق', 'باشی', 'هاها']"
3192,"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دریافت', 'اعلان\u200cهای', 'تاک', 'جدید', 'نش', 'ممکن', 'است', 'بهترین', 'اتفاقی', 'باشد', 'که', 'در', 'زندگی', 'من', 'رخ', 'داده', 'است.', 'http://t.co/jKlL8TbQLr']"
3193,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'O', 'O', 'O']","['@RL_Mon3y', 'http://t.co/WUjZuGGirC', 'به', 'بلیط', 'نیاز', 'دارید؟', 'با', 'شماره', '504', '912', '4635', '@dejloaf', 'Concert', 'در', '31', 'ژانویه', 'در', 'گرگ', 'زوزه', 'کش', 'نولا', '#S1Entertainment', 'تماس', 'بگیرید']"
3194,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@ABCFpll', ':', 'چی؟!', 'آیا', 'هنوز', '6', 'ژانویه', 'است؟', '#PLL', '#NoEscApe', 'http://t.co/jq6u0QAvOr']"
3195,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@the_nessmonster', 'خوب،', 'هنگامی', 'که', 'شما', 'در', 'ردیف', 'نهم', 'تاج', 'و', 'تخت', 'هستید،', 'به', 'برخی', 'نمایندگی', 'های', 'قانونی', 'نیاز', 'دارید.']"
3196,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O']","['هشدار', 'سرمای', 'باد', 'در', '06', 'ژانویه', 'در', 'ساعت', '9:14', 'صبح', 'به', 'وقت', 'CST', 'تا', '7', 'ژانویه', 'ساعت', '12:00', 'بعد', 'از', 'ظهر', 'CST', 'توسط', 'NWS', 'http://t.co/S1IruwdE3Y', 'صادر', 'شد']"
3197,"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@JenLawUS', ':', 'DVD', 'DATE', ':', 'Mockingjay:', 'قسمت', '1', 'در', '6', 'مارس', 'به', 'صورت', 'DVD', 'منتشر', 'می', 'شود.', 'http://t.co/YJes8e8XvD']"
3198,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@Amphigong', ':', '""این', 'هفته', 'ممکن', 'است', 'بگذرد!""', '-', 'از', 'خانواده', 'لاسالیان', 'ما', 'گرفته', 'تا', 'شما']"
3199,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['صبح', 'چهارشنبه', 'تون', 'بخیر!', 'مبارک', 'باد،،،', 'اگر', 'امروز', 'صبح', 'از', 'خواب', 'بیدار', 'شدی،', 'پس', 'چیزی', 'برای', 'بودن', 'داری']"
3200,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@null', '14', 'ژانویه', '2015،', 'ساعت', '06:38', 'صبح', 'http://t.co/pOaDVrcioy', 'e']"
3201,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'برای', 'فردا', 'خیلی', 'هیجان', 'زده', 'ام', '!!!!', '#ماجراجویی', '@tehejk', '@AStuive', '@megstuive', '@fluffernutter82']"
3202,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@TmarTn:', 'وای.', 'شماره', '1/', '12,300', 'بیستمین', 'سالگرد', 'پلی', 'استیشن', '4', 'به', 'قیمت', '128,000', 'دلار', 'فروخته', 'شد', ':O', 'http://t.co/Zw69ngeHZa', 'http://t.co/zOLilfQJOW']"
3203,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O']","['RT', '@conslittleone', ':', 'خیلی', 'از', 'طرفداران', 'برای', 'کریسمس', 'برای', 'او', 'خورشید', 'کاپری', 'ارسال', 'خواهند', 'کرد', 'عزیزم']"
3204,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'یک', 'ویدیوی', 'YouTube@', 'از', '@hoppo2942', 'را', 'دوست', 'داشتم', 'http://t.co/XCYM8rosxL', 'Boosie', 'Turnt', 'Up', 'On', 'A', 'Tuesday']"
3205,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@null', 'http://t.co/x6mBrCLeGn', '04', 'ژانویه', '2015', 'در', '02:28', 'بامداد', 'null', 'null', 'http://t.co/jplCS8RDDs', '04', 'ژانویه', '2015', 'در', 'ساعت', '02:09', 'بامداد', 'null', 'null', '[', 'li', '...']"
